"X_id","OFFENCE_YEAR","DIVISION","TICKET_TYPE","OFFENCE_CATEGORY","AGE_GROUP","HOOD_158","NEIGHBOURHOOD_158","TICKET_COUNT"
21251,2015,"D11","Prov Offence Summons Part Iii Form 104                                         ","All CAIA","Adult","86","Roncesvalles",13
21252,2018,"D43","Prov Offence Notice - Part I (Pot)                                             ","Aggressive Driving","Youth","139","Scarborough Village",2
21253,2018,"D31","Prov Offence Notice - Part I (Pot)                                             ","Other HTA","Adult","22","Humbermede",347
21254,2017,"D12","Prov Offence Notice - Part I (Pot)                                             ","All CAIA","Adult","29","Maple Leaf",57
21255,2017,"D11","Prov Offence Summons Part Iii Form 104                                         ","Other HTA","Adult","86","Roncesvalles",36
21256,2020,"D31","Prov Offence Summons Part Iii Form 104                                         ","Aggressive Driving","Adult","155","Downsview",4
21257,2022,"D55","Prov Offence Summons Part Iii Form 104                                         ","Other HTA","Adult","63","The Beaches",26
21258,2018,"D55","Prov Offence Notice - Part I (Pot)                                             ","Aggressive Driving","Adult","121","Oakridge",9
21259,2021,"D23","Prov Offence Notice - Part I (Pot)                                             ","Other HTA","Youth","6","Kingsview Village-The Westway",2
21260,2018,"D13","Prov Offence Notice - Part I (Pot)                                             ","Distracted Driving","Adult","92","Corso Italia-Davenport",22
21261,2017,"D55","Prov Offence Summons Part Iii Form 104                                         ","Other HTA","Youth","54","O'Connor-Parkview",7
21262,2021,"D41","Prov Offence Summons Part Iii Form 104                                         ","Aggressive Driving","Adult","157","Bendale South",1
21263,2014,"D32","Prov Offence Notice - Part I (Pot)                                             ","Aggressive Driving","Adult","36","Newtonbrook West",250
21264,2022,"D23","Prov Offence Notice - Part I (Pot)                                             ","Aggressive Driving","Adult","6","Kingsview Village-The Westway",30
21265,2016,"D31","Prov Offence Summons Part Iii Form 104                                         ","Distracted Driving","Adult","25","Glenfield-Jane Heights",3
21266,2021,"D23","Prov Offence Summons Part Iii Form 104                                         ","Speeding","Adult","1","West Humber-Clairville",73
21267,2022,"D13","Prov Offence Notice - Part I (Pot)                                             ","All CAIA","Youth","107","Oakwood Village",1
21268,2020,"D13","Prov Offence Summons Part Iii Form 104                                         ","Aggressive Driving","Adult","107","Oakwood Village",2
21269,2018,"D51","Prov Offence Notice - Part I (Pot)                                             ","Other HTA","Adult","73","Moss Park",673
21270,2017,"D42","Prov Offence Notice - Part I (Pot)                                             ","Other HTA","Adult","147","L'Amoreaux West",121
21271,2015,"D22","Prov Offence Notice - Part I (Pot)                                             ","Aggressive Driving","Adult","16","Stonegate-Queensway",308
21272,2017,"D32","Prov Offence Notice - Part I (Pot)                                             ","Other HTA","Adult","36","Newtonbrook West",121
21273,2019,"D55","Prov Offence Notice - Part I (Pot)                                             ","Speeding","Youth","44","Flemingdon Park",1
21274,2022,"D53","Prov Offence Summons Part Iii Form 104                                         ","Aggressive Driving","Adult","96","Casa Loma",1
21275,2019,"D32","Prov Offence Summons Part Iii Form 104                                         ","All CAIA","Adult","35","Westminster-Branson",2
21276,2014,"D14","Prov Offence Summons Part Iii Form 104                                         ","Other HTA","Adult","164","Wellington Place",30
21277,2018,"D13","Prov Offence Summons Part Iii Form 104                                         ","All CAIA","Adult","109","Caledonia-Fairbank",15
21278,2021,"D41","Prov Offence Notice - Part I (Pot)                                             ","Other HTA","Youth","157","Bendale South",5
21279,2018,"D31","Prov Offence Notice - Part I (Pot)                                             ","All CAIA","Adult","29","Maple Leaf",1
21280,2021,"D32","Prov Offence Notice - Part I (Pot)                                             ","Aggressive Driving","Adult","153","Avondale",100
21281,2017,"D23","Prov Offence Notice - Part I (Pot)                                             ","Aggressive Driving","Adult","2","Mount Olive-Silverstone-Jamestown",161
21282,2017,"D32","Prov Offence Notice - Part I (Pot)                                             ","Distracted Driving","Adult","41","Bridle Path-Sunnybrook-York Mills",4
21283,2022,"D11","Prov Offence Notice - Part I (Pot)                                             ","All CAIA","Adult","111","Rockcliffe-Smythe",1
21284,2017,"D22","Prov Offence Notice - Part I (Pot)                                             ","Aggressive Driving","Adult","13","Etobicoke West Mall",24
21285,2018,"D13","Prov Offence Notice - Part I (Pot)                                             ","Distracted Driving","Adult","96","Casa Loma",17
21286,2018,"D23","Prov Offence Summons Part Iii Form 104                                         ","All CAIA","Youth","5","Elms-Old Rexdale",1
21287,2019,"D33","Prov Offence Notice - Part I (Pot)                                             ","Other HTA","Adult","120","Clairlea-Birchmount",5
21288,2021,"D51","Prov Offence Summons Part Iii Form 104                                         ","Aggressive Driving","Adult","74","North St.James Town",2
21289,2018,"D31","Prov Offence Summons Part Iii Form 104                                         ","Other HTA","Adult","155","Downsview",40
21290,2018,"D41","Prov Offence Notice - Part I (Pot)                                             ","Aggressive Driving","Adult","124","Kennedy Park",113
21291,2021,"D33","Prov Offence Notice - Part I (Pot)                                             ","All CAIA","Adult","43","Victoria Village",17
21292,2019,"D32","Prov Offence Summons Part Iii Form 104                                         ","Other HTA","Adult","NSA","NSA",90
21293,2019,"D31","Prov Offence Summons Part Iii Form 104                                         ","Aggressive Driving","Adult","25","Glenfield-Jane Heights",16
21294,2017,"D55","Prov Offence Notice - Part I (Pot)                                             ","Other HTA","Adult","66","Danforth",102
21295,2022,"D22","Prov Offence Notice - Part I (Pot)                                             ","Other HTA","Adult","8","Humber Heights-Westmount",1
21296,2022,"D22","Prov Offence Summons Part Iii Form 104                                         ","Speeding","Adult","9","Edenbridge-Humber Valley",3
21297,2017,"D33","Prov Offence Summons Part Iii Form 104                                         ","Other HTA","Adult","53","Henry Farm",51
21298,2019,"D55","Prov Offence Notice - Part I (Pot)                                             ","Distracted Driving","Adult","62","East End-Danforth",44
21299,2017,"D12","Prov Offence Notice - Part I (Pot)                                             ","Distracted Driving","Youth","115","Mount Dennis",1
21300,2021,"D23","Prov Offence Notice - Part I (Pot)                                             ","Distracted Driving","Adult","11","Eringate-Centennial-West Deane",1
21301,2018,"D52","Prov Offence Notice - Part I (Pot)                                             ","Other HTA","Adult","79","University",39
21302,2019,"D42","Prov Offence Summons Part Iii Form 104                                         ","All CAIA","Adult","144","Morningside Heights",31
21303,2014,"D33","Prov Offence Notice - Part I (Pot)                                             ","Speeding","Adult","119","Wexford/Maryvale",1
21304,2020,"D23","Prov Offence Summons Part Iii Form 104                                         ","Other HTA","Adult","3","Thistletown-Beaumond Heights",33
21305,2014,"D33","Prov Offence Notice - Part I (Pot)                                             ","Other HTA","Adult","42","Banbury-Don Mills",264
21306,2022,"D41","Prov Offence Summons Part Iii Form 104                                         ","Speeding","Youth","126","Dorset Park",1
21307,2016,"D32","Prov Offence Notice - Part I (Pot)                                             ","Distracted Driving","Youth","153","Avondale",1
21308,2014,"D14","Prov Offence Notice - Part I (Pot)                                             ","All CAIA","Adult","165","Harbourfront-CityPlace",49
21309,2015,"D51","Prov Offence Notice - Part I (Pot)                                             ","Speeding","Youth","NSA","NSA",4
21310,2016,"D13","Prov Offence Notice - Part I (Pot)                                             ","Speeding","Adult","92","Corso Italia-Davenport",146
21311,2017,"D12","Prov Offence Notice - Part I (Pot)                                             ","Other HTA","Unknown","113","Weston",1
21312,2021,"D32","Prov Offence Notice - Part I (Pot)                                             ","Distracted Driving","Adult","NSA","NSA",14
21313,2017,"D23","Prov Offence Notice - Part I (Pot)                                             ","Distracted Driving","Adult","8","Humber Heights-Westmount",10
21314,2015,"D52","Prov Offence Summons Part Iii Form 104                                         ","Aggressive Driving","Adult","165","Harbourfront-CityPlace",1
21315,2022,"D55","Prov Offence Notice - Part I (Pot)                                             ","All CAIA","Adult","69","Blake-Jones",15
21316,2014,"D22","Prov Offence Summons Part Iii Form 104                                         ","All CAIA","Adult","161","Humber Bay Shores",7
21317,2015,"D55","Prov Offence Summons Part Iii Form 104                                         ","All CAIA","Adult","66","Danforth",3
21318,2020,"NSA","Prov Offence Notice - Part I (Pot)                                             ","Other HTA","Adult","49","Bayview Woods-Steeles",7
21319,2020,"D32","Prov Offence Summons Part Iii Form 104                                         ","Aggressive Driving","Adult","35","Westminster-Branson",2
21320,2019,"D33","Prov Offence Notice - Part I (Pot)                                             ","Speeding","Adult","53","Henry Farm",15
21321,2021,"D33","Prov Offence Summons Part Iii Form 104                                         ","Other HTA","Adult","43","Victoria Village",13
21322,2020,"D22","Prov Offence Summons Part Iii Form 104                                         ","Distracted Driving","Adult","NSA","NSA",1
21323,2014,"D43","Prov Offence Summons Part Iii Form 104                                         ","All CAIA","Adult","142","Woburn North",17
21324,2019,"D31","Prov Offence Notice - Part I (Pot)                                             ","Distracted Driving","Adult","155","Downsview",10
21325,2018,"D51","Prov Offence Notice - Part I (Pot)                                             ","Aggressive Driving","Youth","72","Regent Park",1
21326,2019,"D32","Prov Offence Notice - Part I (Pot)                                             ","Distracted Driving","Adult","40","St.Andrew-Windfields",12
21327,2015,"D52","Prov Offence Summons Part Iii Form 104                                         ","All CAIA","Adult","NSA","NSA",1
21328,2020,"D43","Prov Offence Notice - Part I (Pot)                                             ","Speeding","Adult","134","Highland Creek",132
21329,2018,"D14","Prov Offence Summons Part Iii Form 104                                         ","Other HTA","Adult","NSA","NSA",16
21330,2014,"D55","Prov Offence Notice - Part I (Pot)                                             ","All CAIA","Adult","NSA","NSA",188
21331,2015,"D14","Prov Offence Summons Part Iii Form 104                                         ","Aggressive Driving","Adult","162","West Queen West",6
21332,2020,"D42","Prov Offence Summons Part Iii Form 104                                         ","All CAIA","Youth","130","Milliken",1
21333,2021,"D14","Prov Offence Notice - Part I (Pot)                                             ","Aggressive Driving","Adult","83","Dufferin Grove",58
21334,2022,"D41","Prov Offence Notice - Part I (Pot)                                             ","All CAIA","Adult","124","Kennedy Park",14
21335,2015,"D33","Prov Offence Summons Part Iii Form 104                                         ","All CAIA","Adult","150","Fenside-Parkwoods",4
21336,2018,"D33","Prov Offence Summons Part Iii Form 104                                         ","Other HTA","Adult","47","Don Valley Village",50
21337,2016,"D55","Prov Offence Notice - Part I (Pot)                                             ","Distracted Driving","Adult","65","Greenwood-Coxwell",52
21338,2019,"D12","Prov Offence Notice - Part I (Pot)                                             ","All CAIA","Adult","90","Junction Area",20
21339,2015,"D33","Prov Offence Notice - Part I (Pot)                                             ","Distracted Driving","Youth","53","Henry Farm",1
21340,2021,"D55","Prov Offence Notice - Part I (Pot)                                             ","All CAIA","Adult","43","Victoria Village",83
21341,2019,"D33","Prov Offence Notice - Part I (Pot)                                             ","Other HTA","Youth","53","Henry Farm",5
21342,2015,"D51","Prov Offence Notice - Part I (Pot)                                             ","Speeding","Adult","70","South Riverdale",1
21343,2019,"D32","Prov Offence Notice - Part I (Pot)                                             ","Other HTA","Adult","33","Clanton Park",51
21344,2014,"D32","Prov Offence Notice - Part I (Pot)                                             ","Other HTA","Youth","37","Willowdale West",1
21345,2020,"D53","Prov Offence Summons Part Iii Form 104                                         ","All CAIA","Adult","39","Bedford Park-Nortown",3
21346,2016,"D52","Prov Offence Notice - Part I (Pot)                                             ","Distracted Driving","Youth","164","Wellington Place",1
21347,2014,"D22","Prov Offence Notice - Part I (Pot)                                             ","All CAIA","Adult","158","Islington",36
21348,2014,"D14","Prov Offence Summons Part Iii Form 104                                         ","Aggressive Driving","Adult","165","Harbourfront-CityPlace",3
21349,2014,"D12","Prov Offence Summons Part Iii Form 104                                         ","Speeding","Adult","112","Beechborough-Greenbrook",1
21350,2018,"D42","Prov Offence Summons Part Iii Form 104                                         ","Distracted Driving","Adult","144","Morningside Heights",2
21351,2022,"D32","Prov Offence Summons Part Iii Form 104                                         ","All CAIA","Adult","37","Willowdale West",8
21352,2015,"D22","Prov Offence Notice - Part I (Pot)                                             ","Distracted Driving","Adult","11","Eringate-Centennial-West Deane",5
21353,2020,"D53","Prov Offence Notice - Part I (Pot)                                             ","Other HTA","Adult","79","University",19
21354,2017,"D11","Prov Offence Notice - Part I (Pot)                                             ","Aggressive Driving","Adult","NSA","NSA",200
21355,2017,"D53","Prov Offence Summons Part Iii Form 104                                         ","Other HTA","Youth","55","Thorncliffe Park",1
21356,2016,"D53","Prov Offence Notice - Part I (Pot)                                             ","Speeding","Adult","56","Leaside-Bennington",71
21357,2019,"D51","Prov Offence Summons Part Iii Form 104                                         ","All CAIA","Adult","NSA","NSA",2
21358,2014,"D33","Prov Offence Notice - Part I (Pot)                                             ","All CAIA","Youth","42","Banbury-Don Mills",1
21359,2016,"D41","Prov Offence Notice - Part I (Pot)                                             ","Distracted Driving","Adult","125","Ionview",41
21360,2016,"D31","Prov Offence Summons Part Iii Form 104                                         ","Aggressive Driving","Youth","154","Oakdale-Beverley Heights",2
21361,2022,"D12","Prov Offence Summons Part Iii Form 104                                         ","Other HTA","Adult","23","Pelmo Park-Humberlea",23
21362,2018,"D12","Prov Offence Notice - Part I (Pot)                                             ","Speeding","Adult","30","Brookhaven-Amesbury",156
21363,2015,"D12","Prov Offence Summons Part Iii Form 104                                         ","Speeding","Adult","30","Brookhaven-Amesbury",2
21364,2022,"D14","Prov Offence Summons Part Iii Form 104                                         ","All CAIA","Adult","164","Wellington Place",22
21365,2021,"D32","Prov Offence Summons Part Iii Form 104                                         ","Aggressive Driving","Adult","37","Willowdale West",1
21366,2018,"D23","Prov Offence Notice - Part I (Pot)                                             ","Distracted Driving","Adult","9","Edenbridge-Humber Valley",2
21367,2020,"D53","Prov Offence Notice - Part I (Pot)                                             ","Aggressive Driving","Adult","71","Cabbagetown-South St.James Town",2
21368,2019,"D31","Prov Offence Notice - Part I (Pot)                                             ","Aggressive Driving","Adult","NSA","NSA",242
21369,2016,"D12","Prov Offence Summons Part Iii Form 104                                         ","All CAIA","Adult","30","Brookhaven-Amesbury",33
21370,2014,"D32","Prov Offence Summons Part Iii Form 104                                         ","Speeding","Adult","153","Avondale",1
21371,2021,"D32","Prov Offence Summons Part Iii Form 104                                         ","Other HTA","Adult","103","Lawrence Park South",2
21372,2022,"D55","Prov Offence Notice - Part I (Pot)                                             ","All CAIA","Adult","61","Taylor-Massey",2
21373,2022,"D23","Prov Offence Notice - Part I (Pot)                                             ","Speeding","Adult","5","Elms-Old Rexdale",454
21374,2015,"D11","Prov Offence Notice - Part I (Pot)                                             ","All CAIA","Youth","171","Junction-Wallace Emerson",1
21375,2022,"NSA","Prov Offence Notice - Part I (Pot)                                             ","All CAIA","Youth","NSA","NSA",8
21376,2016,"D12","Prov Offence Summons Part Iii Form 104                                         ","Aggressive Driving","Adult","28","Rustic",3
21377,2018,"D13","Prov Offence Notice - Part I (Pot)                                             ","All CAIA","Youth","92","Corso Italia-Davenport",2
21378,2019,"D14","Prov Offence Notice - Part I (Pot)                                             ","Aggressive Driving","Adult","NSA","NSA",327
21379,2022,"D23","Prov Offence Notice - Part I (Pot)                                             ","Aggressive Driving","Adult","21","Humber Summit",1
21380,2014,"D23","Prov Offence Notice - Part I (Pot)                                             ","Aggressive Driving","Adult","4","Rexdale-Kipling",88
21381,2016,"D55","Prov Offence Notice - Part I (Pot)                                             ","All CAIA","Adult","64","Woodbine Corridor",106
21382,2019,"D55","Prov Offence Notice - Part I (Pot)                                             ","All CAIA","Adult","122","Birchcliffe-Cliffside",21
21383,2020,"D41","Prov Offence Notice - Part I (Pot)                                             ","Distracted Driving","Adult","NSA","NSA",34
21384,2015,"D41","Prov Offence Notice - Part I (Pot)                                             ","Other HTA","Youth","157","Bendale South",2
21385,2019,"D31","Prov Offence Notice - Part I (Pot)                                             ","Speeding","Adult","25","Glenfield-Jane Heights",126
21386,2016,"D14","Prov Offence Notice - Part I (Pot)                                             ","All CAIA","Adult","84","Little Portugal",66
21387,2017,"D12","Prov Offence Summons Part Iii Form 104                                         ","Aggressive Driving","Youth","90","Junction Area",1
21388,2019,"D33","Prov Offence Notice - Part I (Pot)                                             ","Aggressive Driving","Youth","NSA","NSA",2
21389,2020,"D32","Prov Offence Notice - Part I (Pot)                                             ","All CAIA","Youth","52","Bayview Village",1
21390,2022,"D22","Prov Offence Notice - Part I (Pot)                                             ","Other HTA","Adult","NSA","NSA",228
21391,2017,"D14","Prov Offence Notice - Part I (Pot)                                             ","All CAIA","Adult","84","Little Portugal",30
21392,2019,"D43","Prov Offence Summons Part Iii Form 104                                         ","Speeding","Adult","NSA","NSA",22
21393,2017,"D11","Prov Offence Notice - Part I (Pot)                                             ","Distracted Driving","Adult","85","South Parkdale",102
21394,2019,"D23","Prov Offence Notice - Part I (Pot)                                             ","Speeding","Youth","8","Humber Heights-Westmount",4
21395,2014,"D22","Prov Offence Summons Part Iii Form 104                                         ","Other HTA","Adult","19","Long Branch",14
21396,2021,"D13","Prov Offence Notice - Part I (Pot)                                             ","Other HTA","Adult","106","Humewood-Cedarvale",149
21397,2015,"D23","Prov Offence Notice - Part I (Pot)                                             ","Other HTA","Adult","8","Humber Heights-Westmount",77
21398,2014,"D42","Prov Offence Summons Part Iii Form 104                                         ","All CAIA","Adult","146","Malvern East",23
21399,2018,"D52","Prov Offence Summons Part Iii Form 104                                         ","All CAIA","Adult","164","Wellington Place",10
21400,2018,"D43","Prov Offence Notice - Part I (Pot)                                             ","All CAIA","Youth","135","Morningside",1
21401,2022,"D41","Prov Offence Notice - Part I (Pot)                                             ","Other HTA","Adult","138","Eglinton East",12
21402,2014,"D52","Prov Offence Notice - Part I (Pot)                                             ","Other HTA","Adult","170","Yonge-Bay Corridor",641
21403,2022,"D51","Prov Offence Summons Part Iii Form 104                                         ","Distracted Driving","Adult","73","Moss Park",1
21404,2022,"D42","Prov Offence Summons Part Iii Form 104                                         ","Speeding","Adult","143","West Rouge",1
21405,2015,"D32","Prov Offence Summons Part Iii Form 104                                         ","Distracted Driving","Adult","50","Newtonbrook East",1
21406,2019,"D42","Prov Offence Summons Part Iii Form 104                                         ","Aggressive Driving","Adult","130","Milliken",8
21407,2017,"D22","Prov Offence Summons Part Iii Form 104                                         ","Other HTA","Youth","15","Kingsway South",1
21408,2017,"D13","Prov Offence Summons Part Iii Form 104                                         ","All CAIA","Youth","101","Forest Hill South",1
21409,2015,"D55","Prov Offence Notice - Part I (Pot)                                             ","Aggressive Driving","Adult","66","Danforth",19
21410,2014,"D51","Prov Offence Notice - Part I (Pot)                                             ","Other HTA","Adult","73","Moss Park",1192
21411,2019,"D11","Prov Offence Summons Part Iii Form 104                                         ","Other HTA","Adult","85","South Parkdale",18
21412,2020,"D41","Prov Offence Notice - Part I (Pot)                                             ","All CAIA","Adult","123","Cliffcrest",16
21413,2022,"D33","Prov Offence Summons Part Iii Form 104                                         ","All CAIA","Adult","43","Victoria Village",1
21414,2022,"D11","Prov Offence Notice - Part I (Pot)                                             ","Aggressive Driving","Adult","114","Lambton Baby Point",25
21415,2020,"D31","Prov Offence Notice - Part I (Pot)                                             ","Speeding","Youth","NSA","NSA",2
21416,2016,"D23","Prov Offence Summons Part Iii Form 104                                         ","Aggressive Driving","Adult","3","Thistletown-Beaumond Heights",12
21417,2015,"D55","Prov Offence Notice - Part I (Pot)                                             ","Speeding","Adult","NSA","NSA",547
21418,2020,"D53","Prov Offence Notice - Part I (Pot)                                             ","Speeding","Adult","169","Bay-Cloverhill",3
21419,2014,"D22","Prov Offence Notice - Part I (Pot)                                             ","Aggressive Driving","Adult","16","Stonegate-Queensway",116
21420,2020,"D14","Prov Offence Notice - Part I (Pot)                                             ","All CAIA","Adult","95","Annex",21
21421,2016,"D14","Prov Offence Notice - Part I (Pot)                                             ","Speeding","Adult","84","Little Portugal",3
21422,2016,"D23","Prov Offence Notice - Part I (Pot)                                             ","Other HTA","Unknown","1","West Humber-Clairville",3
21423,2019,"D33","Prov Offence Summons Part Iii Form 104                                         ","Aggressive Driving","Adult","53","Henry Farm",3
21424,2021,"D12","Prov Offence Summons Part Iii Form 104                                         ","All CAIA","Adult","90","Junction Area",4
21425,2014,"D13","Prov Offence Notice - Part I (Pot)                                             ","All CAIA","Adult","108","Briar Hill-Belgravia",57
21426,2022,"D53","Prov Offence Notice - Part I (Pot)                                             ","Speeding","Adult","96","Casa Loma",5
21427,2016,"D41","Prov Offence Summons Part Iii Form 104                                         ","Aggressive Driving","Adult","121","Oakridge",6
21428,2015,"D42","Prov Offence Notice - Part I (Pot)                                             ","Other HTA","Adult","119","Wexford/Maryvale",2
21429,2021,"D32","Prov Offence Notice - Part I (Pot)                                             ","Other HTA","Adult","40","St.Andrew-Windfields",38
21430,2014,"D22","Prov Offence Notice - Part I (Pot)                                             ","Distracted Driving","Adult","160","Mimico-Queensway",36
21431,2020,"D42","Prov Offence Notice - Part I (Pot)                                             ","Speeding","Adult","128","Agincourt South-Malvern West",343
21432,2017,"D31","Prov Offence Notice - Part I (Pot)                                             ","Distracted Driving","Adult","NSA","NSA",38
21433,2018,"D53","Prov Offence Summons Part Iii Form 104                                         ","Speeding","Adult","55","Thorncliffe Park",1
21434,2022,"D42","Prov Offence Notice - Part I (Pot)                                             ","All CAIA","Adult","NSA","NSA",114
21435,2022,"D42","Prov Offence Summons Part Iii Form 104                                         ","Other HTA","Youth","118","Tam O'Shanter-Sullivan",1
21436,2021,"D31","Prov Offence Notice - Part I (Pot)                                             ","Distracted Driving","Adult","24","Black Creek",7
21437,2020,"D13","Prov Offence Summons Part Iii Form 104                                         ","Aggressive Driving","Adult","101","Forest Hill South",5
21438,2022,"D32","Prov Offence Summons Part Iii Form 104                                         ","All CAIA","Adult","50","Newtonbrook East",10
21439,2022,"D55","Prov Offence Notice - Part I (Pot)                                             ","Aggressive Driving","Adult","120","Clairlea-Birchmount",16
21440,2015,"D55","Prov Offence Notice - Part I (Pot)                                             ","Speeding","Adult","67","Playter Estates-Danforth",1
21441,2015,"D22","Prov Offence Notice - Part I (Pot)                                             ","Other HTA","Youth","16","Stonegate-Queensway",12
21442,2021,"D53","Prov Offence Summons Part Iii Form 104                                         ","Aggressive Driving","Adult","100","Yonge-Eglinton",4
21443,2014,"D33","Prov Offence Notice - Part I (Pot)                                             ","Other HTA","Adult","48","Hillcrest Village",126
21444,2017,"D32","Prov Offence Notice - Part I (Pot)                                             ","Other HTA","Adult","48","Hillcrest Village",3
21445,2014,"D13","Prov Offence Summons Part Iii Form 104                                         ","All CAIA","Adult","108","Briar Hill-Belgravia",19
21446,2017,"D32","Prov Offence Summons Part Iii Form 104                                         ","Speeding","Adult","41","Bridle Path-Sunnybrook-York Mills",1
21447,2017,"D41","Prov Offence Summons Part Iii Form 104                                         ","All CAIA","Adult","157","Bendale South",10
21448,2022,"D23","Prov Offence Notice - Part I (Pot)                                             ","All CAIA","Youth","1","West Humber-Clairville",5
21449,2014,"D53","Prov Offence Notice - Part I (Pot)                                             ","Aggressive Driving","Youth","100","Yonge-Eglinton",1
21450,2016,"D53","Prov Offence Summons Part Iii Form 104                                         ","All CAIA","Adult","79","University",1
21451,2021,"D51","Prov Offence Notice - Part I (Pot)                                             ","Other HTA","Adult","166","St Lawrence-East Bayfront-The Islands",254
21452,2018,"D13","Prov Offence Notice - Part I (Pot)                                             ","Other HTA","Adult","96","Casa Loma",100
21453,2022,"D22","Prov Offence Summons Part Iii Form 104                                         ","Aggressive Driving","Adult","19","Long Branch",1
21454,2018,"NSA","Prov Offence Summons Part Iii Form 104                                         ","Other HTA","Adult","24","Black Creek",1
21455,2020,"D22","Prov Offence Notice - Part I (Pot)                                             ","All CAIA","Youth","11","Eringate-Centennial-West Deane",1
21456,2021,"D33","Prov Offence Notice - Part I (Pot)                                             ","Aggressive Driving","Adult","41","Bridle Path-Sunnybrook-York Mills",46
21457,2016,"D41","Prov Offence Notice - Part I (Pot)                                             ","All CAIA","Adult","119","Wexford/Maryvale",326
21458,2019,"D41","Prov Offence Summons Part Iii Form 104                                         ","Aggressive Driving","Adult","121","Oakridge",3
21459,2015,"D55","Prov Offence Notice - Part I (Pot)                                             ","Speeding","Adult","120","Clairlea-Birchmount",36
21460,2021,"D22","Prov Offence Notice - Part I (Pot)                                             ","Other HTA","Adult","9","Edenbridge-Humber Valley",60
21461,2021,"D53","Prov Offence Notice - Part I (Pot)                                             ","All CAIA","Adult","102","Forest Hill North",1
21462,2022,"D32","Prov Offence Notice - Part I (Pot)                                             ","All CAIA","Youth","NSA","NSA",2
21463,2020,"D11","Prov Offence Summons Part Iii Form 104                                         ","All CAIA","Adult","90","Junction Area",24
21464,2020,"D31","Prov Offence Summons Part Iii Form 104                                         ","Other HTA","Youth","154","Oakdale-Beverley Heights",2
21465,2019,"D55","Prov Offence Summons Part Iii Form 104                                         ","Aggressive Driving","Adult","54","O'Connor-Parkview",4
21466,2014,"D55","Prov Offence Notice - Part I (Pot)                                             ","Other HTA","Adult","70","South Riverdale",1194
21467,2016,"D31","Prov Offence Summons Part Iii Form 104                                         ","Distracted Driving","Adult","27","York University Heights",1
21468,2015,"D32","Prov Offence Summons Part Iii Form 104                                         ","Other HTA","Adult","151","Yonge-Doris",80
21469,2021,"D14","Prov Offence Notice - Part I (Pot)                                             ","Speeding","Adult","95","Annex",38
21470,2015,"D12","Prov Offence Notice - Part I (Pot)                                             ","Aggressive Driving","Youth","112","Beechborough-Greenbrook",1
21471,2018,"D22","Prov Offence Notice - Part I (Pot)                                             ","All CAIA","Adult","10","Princess-Rosethorn",14
21472,2019,"D22","Prov Offence Summons Part Iii Form 104                                         ","Aggressive Driving","Adult","19","Long Branch",2
21473,2017,"D33","Prov Offence Summons Part Iii Form 104                                         ","Speeding","Adult","49","Bayview Woods-Steeles",9
21474,2015,"D53","Prov Offence Notice - Part I (Pot)                                             ","Distracted Driving","Adult","101","Forest Hill South",10
21475,2015,"D42","Prov Offence Notice - Part I (Pot)                                             ","Other HTA","Adult","156","Bendale-Glen Andrew",1
21476,2018,"D33","Prov Offence Notice - Part I (Pot)                                             ","Speeding","Youth","42","Banbury-Don Mills",4
21477,2021,"D55","Prov Offence Summons Part Iii Form 104                                         ","Aggressive Driving","Adult","65","Greenwood-Coxwell",7
21478,2022,"D23","Prov Offence Notice - Part I (Pot)                                             ","Speeding","Adult","23","Pelmo Park-Humberlea",9
21479,2021,"D13","Prov Offence Notice - Part I (Pot)                                             ","Speeding","Adult","101","Forest Hill South",2220
21480,2014,"D42","Prov Offence Summons Part Iii Form 104                                         ","Other HTA","Adult","143","West Rouge",12
21481,2014,"D23","Prov Offence Notice - Part I (Pot)                                             ","Speeding","Adult","8","Humber Heights-Westmount",45
21482,2016,"D13","Prov Offence Notice - Part I (Pot)                                             ","All CAIA","Adult","31","Yorkdale-Glen Park",108
21483,2015,"D33","Prov Offence Notice - Part I (Pot)                                             ","Aggressive Driving","Youth","150","Fenside-Parkwoods",1
21484,2014,"D33","Prov Offence Notice - Part I (Pot)                                             ","All CAIA","Adult","46","Pleasant View",14
21485,2020,"D33","Prov Offence Notice - Part I (Pot)                                             ","Aggressive Driving","Adult","149","Parkwoods-O'Connor Hills",51
21486,2020,"D43","Prov Offence Notice - Part I (Pot)                                             ","All CAIA","Adult","134","Highland Creek",56
21487,2019,"D51","Prov Offence Notice - Part I (Pot)                                             ","Aggressive Driving","Adult","72","Regent Park",64
21488,2019,"D14","Prov Offence Notice - Part I (Pot)                                             ","Other HTA","Youth","84","Little Portugal",1
21489,2017,"D43","Prov Offence Summons Part Iii Form 104                                         ","Aggressive Driving","Adult","156","Bendale-Glen Andrew",4
21490,2020,"D43","Prov Offence Summons Part Iii Form 104                                         ","Aggressive Driving","Adult","141","Golfdale-Cedarbrae-Woburn",10
21491,2019,"D22","Prov Offence Notice - Part I (Pot)                                             ","Speeding","Adult","10","Princess-Rosethorn",172
21492,2019,"D55","Prov Offence Summons Part Iii Form 104                                         ","Aggressive Driving","Adult","64","Woodbine Corridor",3
21493,2020,"D14","Prov Offence Summons Part Iii Form 104                                         ","Aggressive Driving","Adult","163","Fort York-Liberty Village",8
21494,2017,"D53","Prov Offence Summons Part Iii Form 104                                         ","Other HTA","Adult","97","Yonge-St.Clair",12
