"X_id","OFFENCE_YEAR","DIVISION","TICKET_TYPE","OFFENCE_CATEGORY","AGE_GROUP","HOOD_158","NEIGHBOURHOOD_158","TICKET_COUNT"
3640,2018,"D51","Prov Offence Summons Part Iii Form 104                                         ","All CAIA","Adult","NSA","NSA",4
3641,2015,"D12","Prov Offence Notice - Part I (Pot)                                             ","Other HTA","Youth","NSA","NSA",9
3642,2015,"D12","Prov Offence Summons Part Iii Form 104                                         ","Other HTA","Adult","112","Beechborough-Greenbrook",46
3643,2014,"D14","Prov Offence Summons Part Iii Form 104                                         ","All CAIA","Youth","79","University",1
3644,2019,"D41","Prov Offence Summons Part Iii Form 104                                         ","Speeding","Youth","138","Eglinton East",1
3645,2022,"D51","Prov Offence Notice - Part I (Pot)                                             ","Other HTA","Adult","73","Moss Park",1009
3646,2016,"D43","Prov Offence Summons Part Iii Form 104                                         ","Other HTA","Youth","NSA","NSA",2
3647,2014,"D23","Prov Offence Notice - Part I (Pot)                                             ","Other HTA","Adult","11","Eringate-Centennial-West Deane",2
3648,2016,"D43","Prov Offence Notice - Part I (Pot)                                             ","Other HTA","Adult","138","Eglinton East",216
3649,2016,"D53","Prov Offence Summons Part Iii Form 104                                         ","Other HTA","Adult","167","Church-Wellesley",6
3650,2021,"D23","Prov Offence Notice - Part I (Pot)                                             ","Distracted Driving","Adult","4","Rexdale-Kipling",7
3651,2017,"D53","Prov Offence Summons Part Iii Form 104                                         ","All CAIA","Adult","167","Church-Wellesley",4
3652,2015,"D33","Prov Offence Notice - Part I (Pot)                                             ","Aggressive Driving","Adult","49","Bayview Woods-Steeles",58
3653,2019,"D14","Prov Offence Summons Part Iii Form 104                                         ","Distracted Driving","Adult","165","Harbourfront-CityPlace",1
3654,2022,"D33","Prov Offence Notice - Part I (Pot)                                             ","Distracted Driving","Adult","118","Tam O'Shanter-Sullivan",19
3655,2015,"D33","Prov Offence Summons Part Iii Form 104                                         ","Aggressive Driving","Adult","48","Hillcrest Village",3
3656,2020,"D14","Prov Offence Summons Part Iii Form 104                                         ","Other HTA","Adult","165","Harbourfront-CityPlace",59
3657,2020,"D41","Prov Offence Notice - Part I (Pot)                                             ","Other HTA","Adult","156","Bendale-Glen Andrew",229
3658,2014,"D42","Prov Offence Notice - Part I (Pot)                                             ","Speeding","Adult","147","L'Amoreaux West",6
3659,2022,"D55","Prov Offence Summons Part Iii Form 104                                         ","All CAIA","Adult","61","Taylor-Massey",2
3660,2017,"D42","Prov Offence Summons Part Iii Form 104                                         ","Aggressive Driving","Adult","146","Malvern East",14
3661,2016,"D41","Prov Offence Summons Part Iii Form 104                                         ","All CAIA","Adult","122","Birchcliffe-Cliffside",16
3662,2015,"D41","Prov Offence Notice - Part I (Pot)                                             ","Other HTA","Adult","120","Clairlea-Birchmount",799
3663,2015,"D42","Prov Offence Notice - Part I (Pot)                                             ","Distracted Driving","Adult","145","Malvern West",42
3664,2015,"D31","Prov Offence Notice - Part I (Pot)                                             ","Aggressive Driving","Adult","24","Black Creek",99
3665,2017,"D52","Prov Offence Notice - Part I (Pot)                                             ","Speeding","Adult","170","Yonge-Bay Corridor",360
3666,2015,"D43","Prov Offence Summons Part Iii Form 104                                         ","Other HTA","Adult","143","West Rouge",3
3667,2019,"D11","Prov Offence Summons Part Iii Form 104                                         ","Other HTA","Adult","90","Junction Area",45
3668,2018,"D55","Prov Offence Notice - Part I (Pot)                                             ","Other HTA","Adult","44","Flemingdon Park",181
3669,2019,"D42","Prov Offence Summons Part Iii Form 104                                         ","Aggressive Driving","Adult","118","Tam O'Shanter-Sullivan",6
3670,2020,"D42","Prov Offence Notice - Part I (Pot)                                             ","Distracted Driving","Adult","128","Agincourt South-Malvern West",45
3671,2015,"D32","Prov Offence Notice - Part I (Pot)                                             ","All CAIA","Adult","37","Willowdale West",75
3672,2020,"D32","Prov Offence Summons Part Iii Form 104                                         ","All CAIA","Adult","105","Lawrence Park North",3
3673,2016,"D53","Prov Offence Notice - Part I (Pot)                                             ","Aggressive Driving","Adult","79","University",18
3674,2017,"D12","Prov Offence Notice - Part I (Pot)                                             ","All CAIA","Youth","30","Brookhaven-Amesbury",1
3675,2014,"D14","Prov Offence Notice - Part I (Pot)                                             ","Aggressive Driving","Adult","80","Palmerston-Little Italy",96
3676,2020,"D23","Prov Offence Notice - Part I (Pot)                                             ","Speeding","Adult","22","Humbermede",492
3677,2020,"D23","Prov Offence Notice - Part I (Pot)                                             ","Aggressive Driving","Youth","7","Willowridge-Martingrove-Richview",1
3678,2018,"D52","Prov Offence Notice - Part I (Pot)                                             ","Aggressive Driving","Youth","78","Kensington-Chinatown",1
3679,2015,"D53","Prov Offence Notice - Part I (Pot)                                             ","Speeding","Adult","173","North Toronto",1
3680,2016,"D33","Prov Offence Summons Part Iii Form 104                                         ","All CAIA","Adult","147","L'Amoreaux West",8
3681,2022,"D22","Prov Offence Notice - Part I (Pot)                                             ","Other HTA","Adult","87","High Park-Swansea",1
3682,2015,"D13","Prov Offence Notice - Part I (Pot)                                             ","Other HTA","Youth","31","Yorkdale-Glen Park",2
3683,2020,"D12","Prov Offence Notice - Part I (Pot)                                             ","Aggressive Driving","Adult","23","Pelmo Park-Humberlea",146
3684,2016,"D51","Prov Offence Notice - Part I (Pot)                                             ","All CAIA","Adult","166","St Lawrence-East Bayfront-The Islands",186
3685,2017,"D32","Prov Offence Summons Part Iii Form 104                                         ","Aggressive Driving","Adult","37","Willowdale West",6
3686,2014,"D31","Prov Offence Notice - Part I (Pot)                                             ","Speeding","Youth","27","York University Heights",3
3687,2020,"D14","Prov Offence Notice - Part I (Pot)                                             ","Distracted Driving","Adult","81","Trinity-Bellwoods",13
3688,2021,"D33","Prov Offence Notice - Part I (Pot)                                             ","Aggressive Driving","Adult","150","Fenside-Parkwoods",31
3689,2019,"D12","Prov Offence Summons Part Iii Form 104                                         ","All CAIA","Adult","91","Weston-Pelham Park",3
3690,2019,"D23","Prov Offence Summons Part Iii Form 104                                         ","All CAIA","Adult","5","Elms-Old Rexdale",3
3691,2016,"D53","Prov Offence Summons Part Iii Form 104                                         ","Other HTA","Adult","99","Mount Pleasant East",5
3692,2015,"D42","Prov Offence Summons Part Iii Form 104                                         ","Aggressive Driving","Adult","129","Agincourt North",12
3693,2020,"D43","Prov Offence Summons Part Iii Form 104                                         ","Aggressive Driving","Adult","135","Morningside",3
3694,2021,"D43","Prov Offence Notice - Part I (Pot)                                             ","Speeding","Adult","141","Golfdale-Cedarbrae-Woburn",603
3695,2021,"D31","Prov Offence Notice - Part I (Pot)                                             ","Aggressive Driving","Adult","23","Pelmo Park-Humberlea",30
3696,2014,"D43","Prov Offence Notice - Part I (Pot)                                             ","Aggressive Driving","Adult","156","Bendale-Glen Andrew",235
3697,2018,"D12","Prov Offence Notice - Part I (Pot)                                             ","Distracted Driving","Adult","30","Brookhaven-Amesbury",47
3698,2016,"D51","Prov Offence Summons Part Iii Form 104                                         ","Speeding","Adult","166","St Lawrence-East Bayfront-The Islands",4
3699,2022,"D33","Prov Offence Summons Part Iii Form 104                                         ","Aggressive Driving","Adult","42","Banbury-Don Mills",6
3700,2019,"D42","Prov Offence Summons Part Iii Form 104                                         ","Other HTA","Youth","NSA","NSA",3
3701,2018,"D51","Prov Offence Notice - Part I (Pot)                                             ","All CAIA","Youth","166","St Lawrence-East Bayfront-The Islands",1
3702,2021,"D23","Prov Offence Summons Part Iii Form 104                                         ","Aggressive Driving","Adult","NSA","NSA",2
3703,2016,"D55","Prov Offence Summons Part Iii Form 104                                         ","All CAIA","Adult","69","Blake-Jones",15
3704,2017,"D43","Prov Offence Notice - Part I (Pot)                                             ","Speeding","Adult","156","Bendale-Glen Andrew",9
3705,2021,"NSA","Prov Offence Summons Part Iii Form 104                                         ","All CAIA","Youth","NSA","NSA",3
3706,2020,"D33","Prov Offence Summons Part Iii Form 104                                         ","Aggressive Driving","Adult","40","St.Andrew-Windfields",1
3707,2021,"D33","Prov Offence Notice - Part I (Pot)                                             ","Other HTA","Adult","40","St.Andrew-Windfields",53
3708,2020,"D11","Prov Offence Notice - Part I (Pot)                                             ","Other HTA","Adult","114","Lambton Baby Point",20
3709,2015,"D14","Prov Offence Summons Part Iii Form 104                                         ","Speeding","Adult","164","Wellington Place",1
3710,2015,"D52","Prov Offence Summons Part Iii Form 104                                         ","All CAIA","Adult","169","Bay-Cloverhill",1
3711,2014,"D22","Prov Offence Summons Part Iii Form 104                                         ","Other HTA","Adult","11","Eringate-Centennial-West Deane",2
3712,2022,"D33","Prov Offence Notice - Part I (Pot)                                             ","All CAIA","Adult","147","L'Amoreaux West",4
3713,2020,"D22","Prov Offence Summons Part Iii Form 104                                         ","Other HTA","Youth","159","Etobicoke City Centre",4
3714,2021,"D51","Prov Offence Notice - Part I (Pot)                                             ","Aggressive Driving","Adult","74","North St.James Town",123
3715,2015,"D41","Prov Offence Summons Part Iii Form 104                                         ","Aggressive Driving","Adult","122","Birchcliffe-Cliffside",3
3716,2016,"D32","Prov Offence Notice - Part I (Pot)                                             ","Aggressive Driving","Adult","31","Yorkdale-Glen Park",130
3717,2015,"D42","Prov Offence Notice - Part I (Pot)                                             ","Aggressive Driving","Adult","142","Woburn North",1
3718,2020,"D51","Prov Offence Notice - Part I (Pot)                                             ","Speeding","Adult","73","Moss Park",1189
3719,2022,"D22","Prov Offence Summons Part Iii Form 104                                         ","Aggressive Driving","Adult","NSA","NSA",1
3720,2014,"D55","Prov Offence Notice - Part I (Pot)                                             ","Other HTA","Adult","61","Taylor-Massey",90
3721,2015,"D43","Prov Offence Notice - Part I (Pot)                                             ","Speeding","Adult","133","Centennial Scarborough",91
3722,2021,"D33","Prov Offence Summons Part Iii Form 104                                         ","All CAIA","Adult","47","Don Valley Village",19
3723,2014,"D12","Prov Offence Notice - Part I (Pot)                                             ","Other HTA","Youth","29","Maple Leaf",3
3724,2017,"D53","Prov Offence Summons Part Iii Form 104                                         ","Aggressive Driving","Adult","56","Leaside-Bennington",8
3725,2020,"D31","Prov Offence Notice - Part I (Pot)                                             ","Speeding","Adult","29","Maple Leaf",1
3726,2020,"D43","Prov Offence Notice - Part I (Pot)                                             ","Aggressive Driving","Adult","130","Milliken",3
3727,2019,"D14","Prov Offence Notice - Part I (Pot)                                             ","Other HTA","Youth","85","South Parkdale",2
3728,2014,"D42","Prov Offence Notice - Part I (Pot)                                             ","Speeding","Adult","144","Morningside Heights",212
3729,2021,"D33","Prov Offence Notice - Part I (Pot)                                             ","Distracted Driving","Adult","52","Bayview Village",63
3730,2015,"D23","Prov Offence Notice - Part I (Pot)                                             ","Distracted Driving","Adult","9","Edenbridge-Humber Valley",8
3731,2022,"D33","Prov Offence Notice - Part I (Pot)                                             ","Aggressive Driving","Youth","NSA","NSA",2
3732,2021,"D53","Prov Offence Summons Part Iii Form 104                                         ","Other HTA","Adult","97","Yonge-St.Clair",5
3733,2019,"D51","Prov Offence Summons Part Iii Form 104                                         ","Aggressive Driving","Adult","166","St Lawrence-East Bayfront-The Islands",11
3734,2020,"D55","Prov Offence Summons Part Iii Form 104                                         ","Other HTA","Adult","62","East End-Danforth",31
3735,2015,"D22","Prov Offence Notice - Part I (Pot)                                             ","Other HTA","Adult","159","Etobicoke City Centre",592
3736,2017,"D23","Prov Offence Notice - Part I (Pot)                                             ","Other HTA","Youth","8","Humber Heights-Westmount",1
3737,2018,"D12","Prov Offence Notice - Part I (Pot)                                             ","All CAIA","Adult","23","Pelmo Park-Humberlea",17
3738,2015,"D32","Prov Offence Notice - Part I (Pot)                                             ","Other HTA","Youth","31","Yorkdale-Glen Park",2
3739,2020,"D43","Prov Offence Notice - Part I (Pot)                                             ","Aggressive Driving","Youth","133","Centennial Scarborough",1
3740,2017,"D22","Prov Offence Notice - Part I (Pot)                                             ","Speeding","Adult","160","Mimico-Queensway",112
3741,2015,"D43","Prov Offence Notice - Part I (Pot)                                             ","Other HTA","Adult","123","Cliffcrest",99
3742,2021,"D31","Prov Offence Notice - Part I (Pot)                                             ","All CAIA","Adult","27","York University Heights",47
3743,2017,"D55","Prov Offence Summons Part Iii Form 104                                         ","All CAIA","Adult","57","Broadview North",6
3744,2017,"D31","Prov Offence Summons Part Iii Form 104                                         ","Other HTA","Youth","25","Glenfield-Jane Heights",4
3745,2019,"D53","Prov Offence Summons Part Iii Form 104                                         ","Aggressive Driving","Adult","101","Forest Hill South",2
3746,2019,"D43","Prov Offence Notice - Part I (Pot)                                             ","Other HTA","Youth","140","Guildwood",2
3747,2019,"D42","Prov Offence Notice - Part I (Pot)                                             ","Other HTA","Youth","147","L'Amoreaux West",3
3748,2016,"D33","Prov Offence Summons Part Iii Form 104                                         ","All CAIA","Adult","149","Parkwoods-O'Connor Hills",7
3749,2014,"D41","Prov Offence Notice - Part I (Pot)                                             ","Distracted Driving","Adult","157","Bendale South",5
3750,2019,"D32","Prov Offence Notice - Part I (Pot)                                             ","All CAIA","Adult","40","St.Andrew-Windfields",32
3751,2020,"D12","Prov Offence Notice - Part I (Pot)                                             ","Speeding","Youth","NSA","NSA",4
3752,2015,"D22","Prov Offence Notice - Part I (Pot)                                             ","Other HTA","Adult","13","Etobicoke West Mall",90
3753,2020,"D52","Prov Offence Summons Part Iii Form 104                                         ","All CAIA","Adult","165","Harbourfront-CityPlace",6
3754,2015,"D14","Prov Offence Summons Part Iii Form 104                                         ","All CAIA","Adult","81","Trinity-Bellwoods",4
3755,2015,"D32","Prov Offence Notice - Part I (Pot)                                             ","Aggressive Driving","Youth","34","Bathurst Manor",1
3756,2019,"D13","Prov Offence Notice - Part I (Pot)                                             ","Other HTA","Adult","94","Wychwood",149
3757,2017,"D22","Prov Offence Notice - Part I (Pot)                                             ","Distracted Driving","Adult","161","Humber Bay Shores",38
3758,2016,"D32","Prov Offence Summons Part Iii Form 104                                         ","Aggressive Driving","Adult","27","York University Heights",3
3759,2019,"D23","Prov Offence Summons Part Iii Form 104                                         ","Aggressive Driving","Adult","2","Mount Olive-Silverstone-Jamestown",8
3760,2015,"D43","Prov Offence Summons Part Iii Form 104                                         ","All CAIA","Adult","136","West Hill",27
3761,2018,"D31","Prov Offence Notice - Part I (Pot)                                             ","All CAIA","Adult","154","Oakdale-Beverley Heights",252
3762,2021,"D42","Prov Offence Notice - Part I (Pot)                                             ","All CAIA","Adult","118","Tam O'Shanter-Sullivan",62
3763,2022,"D53","Prov Offence Notice - Part I (Pot)                                             ","Aggressive Driving","Adult","79","University",4
3764,2018,"D43","Prov Offence Notice - Part I (Pot)                                             ","Other HTA","Youth","138","Eglinton East",2
3765,2016,"D52","Prov Offence Notice - Part I (Pot)                                             ","Distracted Driving","Adult","79","University",9
3766,2015,"D42","Prov Offence Notice - Part I (Pot)                                             ","Distracted Driving","Adult","147","L'Amoreaux West",9
3767,2022,"D12","Prov Offence Notice - Part I (Pot)                                             ","Speeding","Youth","28","Rustic",1
3768,2014,"D31","Prov Offence Notice - Part I (Pot)                                             ","All CAIA","Youth","27","York University Heights",3
3769,2016,"D51","Prov Offence Notice - Part I (Pot)                                             ","All CAIA","Youth","166","St Lawrence-East Bayfront-The Islands",1
3770,2022,"D14","Prov Offence Summons Part Iii Form 104                                         ","Aggressive Driving","Adult","85","South Parkdale",14
3771,2014,"D22","Prov Offence Notice - Part I (Pot)                                             ","Speeding","Youth","NSA","NSA",4
3772,2015,"D11","Prov Offence Notice - Part I (Pot)                                             ","Aggressive Driving","Adult","111","Rockcliffe-Smythe",2
3773,2014,"D52","Prov Offence Summons Part Iii Form 104                                         ","Distracted Driving","Adult","168","Downtown Yonge East",1
3774,2019,"D52","Prov Offence Notice - Part I (Pot)                                             ","Distracted Driving","Adult","79","University",5
3775,2020,"D31","Prov Offence Summons Part Iii Form 104                                         ","Other HTA","Adult","24","Black Creek",23
3776,2020,"D22","Prov Offence Notice - Part I (Pot)                                             ","Distracted Driving","Adult","13","Etobicoke West Mall",12
3777,2017,"D33","Prov Offence Summons Part Iii Form 104                                         ","Aggressive Driving","Adult","49","Bayview Woods-Steeles",2
3778,2019,"D14","Prov Offence Notice - Part I (Pot)                                             ","Speeding","Adult","81","Trinity-Bellwoods",9
3779,2019,"D12","Prov Offence Summons Part Iii Form 104                                         ","All CAIA","Adult","30","Brookhaven-Amesbury",26
3780,2019,"D13","Prov Offence Summons Part Iii Form 104                                         ","All CAIA","Adult","101","Forest Hill South",6
3781,2019,"D33","Prov Offence Summons Part Iii Form 104                                         ","All CAIA","Adult","47","Don Valley Village",12
3782,2020,"D12","Prov Offence Notice - Part I (Pot)                                             ","Distracted Driving","Adult","110","Keelesdale-Eglinton West",8
3783,2017,"D33","Prov Offence Notice - Part I (Pot)                                             ","Speeding","Adult","42","Banbury-Don Mills",775
3784,2015,"D51","Prov Offence Notice - Part I (Pot)                                             ","All CAIA","Adult","72","Regent Park",27
3785,2015,"D11","Prov Offence Summons Part Iii Form 104                                         ","All CAIA","Adult","90","Junction Area",20
3786,2018,"D32","Prov Offence Summons Part Iii Form 104                                         ","Other HTA","Adult","34","Bathurst Manor",31
3787,2018,"D55","Prov Offence Notice - Part I (Pot)                                             ","All CAIA","Adult","67","Playter Estates-Danforth",19
3788,2014,"D32","Prov Offence Notice - Part I (Pot)                                             ","Aggressive Driving","Youth","35","Westminster-Branson",4
3789,2020,"D32","Prov Offence Notice - Part I (Pot)                                             ","Other HTA","Adult","103","Lawrence Park South",43
3790,2014,"D52","Prov Offence Summons Part Iii Form 104                                         ","Other HTA","Adult","164","Wellington Place",56
3791,2018,"D32","Prov Offence Notice - Part I (Pot)                                             ","Other HTA","Adult","33","Clanton Park",87
3792,2015,"D52","Prov Offence Notice - Part I (Pot)                                             ","Distracted Driving","Adult","165","Harbourfront-CityPlace",104
3793,2014,"D31","Prov Offence Notice - Part I (Pot)                                             ","Aggressive Driving","Adult","155","Downsview",136
3794,2021,"D55","Prov Offence Summons Part Iii Form 104                                         ","All CAIA","Adult","44","Flemingdon Park",10
3795,2019,"D31","Prov Offence Notice - Part I (Pot)                                             ","Other HTA","Adult","154","Oakdale-Beverley Heights",345
3796,2017,"D51","Prov Offence Summons Part Iii Form 104                                         ","Aggressive Driving","Adult","166","St Lawrence-East Bayfront-The Islands",15
3797,2017,"D31","Prov Offence Notice - Part I (Pot)                                             ","Other HTA","Adult","NSA","NSA",1683
3798,2018,"D33","Prov Offence Notice - Part I (Pot)                                             ","All CAIA","Adult","44","Flemingdon Park",34
3799,2016,"D41","Prov Offence Summons Part Iii Form 104                                         ","Other HTA","Adult","157","Bendale South",24
3800,2014,"D14","Prov Offence Summons Part Iii Form 104                                         ","All CAIA","Adult","165","Harbourfront-CityPlace",3
3801,2015,"D42","Prov Offence Notice - Part I (Pot)                                             ","Aggressive Driving","Youth","143","West Rouge",1
3802,2021,"D53","Prov Offence Summons Part Iii Form 104                                         ","All CAIA","Adult","169","Bay-Cloverhill",2
3803,2022,"D41","Prov Offence Notice - Part I (Pot)                                             ","Aggressive Driving","Adult","119","Wexford/Maryvale",678
3804,2018,"D43","Prov Offence Notice - Part I (Pot)                                             ","Speeding","Adult","135","Morningside",210
3805,2019,"D53","Prov Offence Summons Part Iii Form 104                                         ","Aggressive Driving","Youth","97","Yonge-St.Clair",1
3806,2016,"D31","Prov Offence Notice - Part I (Pot)                                             ","Aggressive Driving","Adult","23","Pelmo Park-Humberlea",43
3807,2022,"D42","Prov Offence Notice - Part I (Pot)                                             ","Other HTA","Adult","144","Morningside Heights",818
3808,2020,"D23","Prov Offence Notice - Part I (Pot)                                             ","All CAIA","Adult","4","Rexdale-Kipling",31
3809,2018,"D22","Prov Offence Summons Part Iii Form 104                                         ","All CAIA","Adult","13","Etobicoke West Mall",23
3810,2014,"D32","Prov Offence Notice - Part I (Pot)                                             ","Speeding","Adult","155","Downsview",27
3811,2021,"D33","Prov Offence Summons Part Iii Form 104                                         ","All CAIA","Adult","44","Flemingdon Park",3
3812,2020,"D43","Prov Offence Summons Part Iii Form 104                                         ","Aggressive Driving","Adult","157","Bendale South",4
3813,2021,"D53","Prov Offence Summons Part Iii Form 104                                         ","All CAIA","Adult","96","Casa Loma",2
3814,2022,"D43","Prov Offence Summons Part Iii Form 104                                         ","Other HTA","Adult","140","Guildwood",5
3815,2019,"D13","Prov Offence Summons Part Iii Form 104                                         ","Speeding","Adult","NSA","NSA",3
3816,2018,"D55","Prov Offence Summons Part Iii Form 104                                         ","Other HTA","Adult","60","Woodbine-Lumsden",39
3817,2021,"D32","Prov Offence Notice - Part I (Pot)                                             ","All CAIA","Adult","NSA","NSA",86
3818,2017,"D13","Prov Offence Summons Part Iii Form 104                                         ","Aggressive Driving","Adult","108","Briar Hill-Belgravia",4
3819,2015,"D12","Prov Offence Summons Part Iii Form 104                                         ","Aggressive Driving","Adult","NSA","NSA",3
3820,2022,"D52","Prov Offence Notice - Part I (Pot)                                             ","Aggressive Driving","Adult","170","Yonge-Bay Corridor",1253
3821,2018,"D13","Prov Offence Summons Part Iii Form 104                                         ","Other HTA","Youth","109","Caledonia-Fairbank",3
3822,2018,"D53","Prov Offence Notice - Part I (Pot)                                             ","All CAIA","Adult","96","Casa Loma",11
3823,2020,"D31","Prov Offence Notice - Part I (Pot)                                             ","Other HTA","Adult","23","Pelmo Park-Humberlea",76
3824,2021,"D43","Prov Offence Notice - Part I (Pot)                                             ","Speeding","Youth","141","Golfdale-Cedarbrae-Woburn",3
3825,2017,"D31","Prov Offence Summons Part Iii Form 104                                         ","Distracted Driving","Adult","25","Glenfield-Jane Heights",1
3826,2021,"D51","Prov Offence Notice - Part I (Pot)                                             ","Other HTA","Youth","72","Regent Park",7
3827,2015,"D22","Prov Offence Notice - Part I (Pot)                                             ","All CAIA","Adult","159","Etobicoke City Centre",243
3828,2017,"D22","Prov Offence Notice - Part I (Pot)                                             ","Speeding","Youth","15","Kingsway South",2
3829,2015,"D13","Prov Offence Summons Part Iii Form 104                                         ","Other HTA","Adult","39","Bedford Park-Nortown",1
3830,2015,"D13","Prov Offence Notice - Part I (Pot)                                             ","Other HTA","Youth","107","Oakwood Village",3
3831,2018,"D13","Prov Offence Notice - Part I (Pot)                                             ","All CAIA","Adult","171","Junction-Wallace Emerson",15
3832,2021,"D23","Prov Offence Summons Part Iii Form 104                                         ","Speeding","Adult","NSA","NSA",126
3833,2019,"D41","Prov Offence Notice - Part I (Pot)                                             ","All CAIA","Youth","125","Ionview",1
3834,2019,"D23","Prov Offence Notice - Part I (Pot)                                             ","Aggressive Driving","Adult","11","Eringate-Centennial-West Deane",2
3835,2014,"D22","Prov Offence Summons Part Iii Form 104                                         ","All CAIA","Adult","19","Long Branch",4
3836,2020,"D23","Prov Offence Notice - Part I (Pot)                                             ","Speeding","Adult","6","Kingsview Village-The Westway",111
3837,2018,"D22","Prov Offence Summons Part Iii Form 104                                         ","Aggressive Driving","Adult","19","Long Branch",6
3838,2021,"D55","Prov Offence Summons Part Iii Form 104                                         ","Other HTA","Adult","NSA","NSA",29
3839,2020,"D23","Prov Offence Summons Part Iii Form 104                                         ","Other HTA","Adult","5","Elms-Old Rexdale",26
3840,2018,"D13","Prov Offence Summons Part Iii Form 104                                         ","Aggressive Driving","Adult","31","Yorkdale-Glen Park",7
3841,2015,"D13","Prov Offence Notice - Part I (Pot)                                             ","Other HTA","Youth","94","Wychwood",1
3842,2014,"D33","Prov Offence Summons Part Iii Form 104                                         ","Other HTA","Adult","49","Bayview Woods-Steeles",12
3843,2017,"D53","Prov Offence Notice - Part I (Pot)                                             ","Aggressive Driving","Adult","79","University",10
3844,2015,"D33","Prov Offence Notice - Part I (Pot)                                             ","Aggressive Driving","Adult","116","Steeles",8
3845,2020,"D33","Prov Offence Summons Part Iii Form 104                                         ","Other HTA","Adult","43","Victoria Village",14
3846,2019,"D23","Prov Offence Summons Part Iii Form 104                                         ","All CAIA","Adult","2","Mount Olive-Silverstone-Jamestown",17
3847,2018,"D43","Prov Offence Notice - Part I (Pot)                                             ","Speeding","Youth","139","Scarborough Village",4
3848,2021,"D32","Prov Offence Notice - Part I (Pot)                                             ","Distracted Driving","Adult","52","Bayview Village",1
3849,2016,"D13","Prov Offence Notice - Part I (Pot)                                             ","Aggressive Driving","Youth","101","Forest Hill South",2
3850,2015,"D51","Prov Offence Notice - Part I (Pot)                                             ","Aggressive Driving","Adult","72","Regent Park",48
3851,2014,"D12","Prov Offence Notice - Part I (Pot)                                             ","All CAIA","Youth","28","Rustic",1
3852,2017,"D31","Prov Offence Summons Part Iii Form 104                                         ","Speeding","Youth","NSA","NSA",1
3853,2015,"D22","Prov Offence Summons Part Iii Form 104                                         ","Other HTA","Youth","NSA","NSA",1
3854,2017,"D53","Prov Offence Notice - Part I (Pot)                                             ","All CAIA","Adult","95","Annex",63
3855,2016,"D13","Prov Offence Summons Part Iii Form 104                                         ","All CAIA","Adult","109","Caledonia-Fairbank",18
3856,2014,"D43","Prov Offence Summons Part Iii Form 104                                         ","All CAIA","Adult","157","Bendale South",6
3857,2018,"D14","Prov Offence Summons Part Iii Form 104                                         ","Other HTA","Adult","79","University",16
3858,2020,"D12","Prov Offence Notice - Part I (Pot)                                             ","Speeding","Adult","111","Rockcliffe-Smythe",172
3859,2021,"D33","Prov Offence Notice - Part I (Pot)                                             ","Aggressive Driving","Adult","46","Pleasant View",95
3860,2021,"NSA","Prov Offence Summons Part Iii Form 104                                         ","All CAIA","Adult","166","St Lawrence-East Bayfront-The Islands",1
3861,2016,"D33","Prov Offence Notice - Part I (Pot)                                             ","Speeding","Youth","52","Bayview Village",1
3862,2020,"D14","Prov Offence Notice - Part I (Pot)                                             ","Other HTA","Adult","81","Trinity-Bellwoods",163
3863,2019,"D23","Prov Offence Summons Part Iii Form 104                                         ","All CAIA","Adult","NSA","NSA",44
3864,2014,"D31","Prov Offence Notice - Part I (Pot)                                             ","Aggressive Driving","Youth","21","Humber Summit",2
3865,2019,"D43","Prov Offence Summons Part Iii Form 104                                         ","Distracted Driving","Adult","142","Woburn North",1
3866,2015,"D33","Prov Offence Notice - Part I (Pot)                                             ","Aggressive Driving","Youth","NSA","NSA",5
3867,2015,"D41","Prov Offence Summons Part Iii Form 104                                         ","Other HTA","Youth","126","Dorset Park",9
3868,2022,"D31","Prov Offence Summons Part Iii Form 104                                         ","Aggressive Driving","Adult","23","Pelmo Park-Humberlea",3
3869,2022,"D51","Prov Offence Notice - Part I (Pot)                                             ","All CAIA","Youth","73","Moss Park",2
3870,2016,"D12","Prov Offence Summons Part Iii Form 104                                         ","Aggressive Driving","Adult","91","Weston-Pelham Park",5
3871,2018,"D33","Prov Offence Notice - Part I (Pot)                                             ","All CAIA","Youth","149","Parkwoods-O'Connor Hills",1
3872,2015,"D32","Prov Offence Summons Part Iii Form 104                                         ","Other HTA","Adult","35","Westminster-Branson",14
3873,2016,"D51","Prov Offence Notice - Part I (Pot)                                             ","Aggressive Driving","Adult","168","Downtown Yonge East",414
3874,2021,"D13","Prov Offence Notice - Part I (Pot)                                             ","All CAIA","Adult","96","Casa Loma",6
3875,2018,"D33","Prov Offence Summons Part Iii Form 104                                         ","Other HTA","Adult","53","Henry Farm",48
3876,2021,"D12","Prov Offence Notice - Part I (Pot)                                             ","All CAIA","Youth","112","Beechborough-Greenbrook",1
3877,2019,"D12","Prov Offence Notice - Part I (Pot)                                             ","Speeding","Adult","110","Keelesdale-Eglinton West",2
3878,2022,"D32","Prov Offence Summons Part Iii Form 104                                         ","Other HTA","Adult","49","Bayview Woods-Steeles",3
3879,2021,"D52","Prov Offence Summons Part Iii Form 104                                         ","Speeding","Adult","169","Bay-Cloverhill",1
3880,2019,"D22","Prov Offence Notice - Part I (Pot)                                             ","All CAIA","Adult","NSA","NSA",133
3881,2022,"D55","Prov Offence Notice - Part I (Pot)                                             ","Aggressive Driving","Adult","68","North Riverdale",329
